,sentence,age,gender,language,paths
9312,Na ngandamnak kong silo le harsatnak na tuarnak kong chimh na kan duh mi ttial.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17915057.wav
9313,An fimnak kha an kawmh i ṭhatnak an chuahpi.,twenties,female,Hakha_Chin,common_voice_cnh_17896980.wav
9314,Ka ba tuk i kaa chok kho sasai lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923340.wav
9315,A zurit a fim dih khan a ṭin.,thirties,male,Hakha_Chin,common_voice_cnh_17925643.wav
9316,Hmun rawn ah a dir.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925981.wav
9317,A lung aa hnem.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925771.wav
9318,Lai tlangval cheukhat cu an ṭang ah hmul an ngei.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17903217.wav
9319,Ka ngaih a chia.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17913753.wav
9320,Thawng ka theih nain ka lu ka van cau tikah le ka hmu fawn lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17916962.wav
9321,Na hluah a bilh tuk cang.,teens,male,Hakha_Chin,common_voice_cnh_17923474.wav
9322,Bawi Jesuh cu vailam cungah a thi.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17928937.wav
9323,Caku cu a pan ngai ngai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925597.wav
9324,Pakhat le pakhat i bawm usih.,twenties,female,Hakha_Chin,common_voice_cnh_17925812.wav
9325,Ka cal a ngau.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924803.wav
9326,Thing pong na duh ahcun thaizing ah kan pong lai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17893076.wav
9327,Zei tluk in dah na faak hi langhter.,twenties,male,Hakha_Chin,common_voice_cnh_17926960.wav
9328,Zei ruangah dah hlei na kai ter lo?,twenties,male,Hakha_Chin,common_voice_cnh_17923218.wav
9329,Caminpuai ka phit khawh ko nain ka sung.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925870.wav
9330,Zu rap kan chiah.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925216.wav
9331,Inn hlunpi kha umnak a tlak ti lo.,twenties,female,Hakha_Chin,common_voice_cnh_17937960.wav
9332,Ar he lente kan i calh ah kan i nuam.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17946061.wav
9333,Chizawh a ngeu.,teens,female,Hakha_Chin,common_voice_cnh_17932237.wav
9334,Hi uico nih hin chizawh a dawi.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924437.wav
9335,Ra kan lawm.,twenties,female,Hakha_Chin,common_voice_cnh_17903207.wav
9336,Phaisa ban ah a cawi liomi khi ka u a si.,thirties,male,Hakha_Chin,common_voice_cnh_17924497.wav
9337,Miralchia cu an au lawng a thang tawn.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17915055.wav
9338,Sianginn kan kai hna lai.,thirties,male,Hakha_Chin,common_voice_cnh_17904039.wav
9339,Luatnak ni cu ni sunglawi ngai a si.,twenties,male,Hakha_Chin,common_voice_cnh_17923333.wav
9340,Nihin ah khua kan phan kho lai maw?,twenties,male,Hakha_Chin,common_voice_cnh_17926940.wav
9341,Kan it.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925397.wav
9342,Ka celh ti lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923325.wav
9343,Mi ngawi ngam a si.,twenties,male,Hakha_Chin,common_voice_cnh_17931743.wav
9344,Nan uipi nih a ka ngurh.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925431.wav
9345,Na rang a pawl caah aa dawh.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17913751.wav
9346,Ka hani a thi a chuak.,teens,female,Hakha_Chin,common_voice_cnh_17903599.wav
9347,Lam kan leng.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17922204.wav
9348,Lente kan i calh.,fourties,not_defined,Hakha_Chin,common_voice_cnh_17926856.wav
9349,Sa a cuar tikah mei tih a philh lengmang i a sa a hmin kho bal lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17909313.wav
9350,Thil aa hruk.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17927448.wav
9351,Sibawi ka si.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17927247.wav
9352,Kheng in rawl kan ei.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923194.wav
9353,Na faknak hi na sibawi nih an chim ning siloin a dang a si ko rua tiah na ruat maw?,twenties,male,Hakha_Chin,common_voice_cnh_17925157.wav
9354,Mi pazeizat dah an ra?,teens,male,Hakha_Chin,common_voice_cnh_17923482.wav
9355,Nikum chung ah sizungpi na phan bal maw?,twenties,female,Hakha_Chin,common_voice_cnh_17896983.wav
9356,Tuzaan cu Faarva ah daangte kan tlai lai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17916963.wav
9357,Laimi cu rangcung ralkap an rak ngei bal lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17928009.wav
9358,Kan nawr lengmang ahcun kan tei te ko lai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17894923.wav
9359,A thawh hlan ah an va poh.,twenties,male,Hakha_Chin,common_voice_cnh_17959419.wav
9360,Na nu hrin holh zei dah a si?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923810.wav
9361,Minu amah pilawng a ṭap.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17909079.wav
9362,Mipem sathlai nih Ruth nawl kan i cawn awk a si.,fourties,male,Hakha_Chin,common_voice_cnh_17925625.wav
9363,Voksa nih a'n nor tuk ahcun arsa teh na ei ko.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17928305.wav
9364,Amah kan ngaihchiatpi.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17894912.wav
9365,Tuanbia hlun a thei ngai.,twenties,male,Hakha_Chin,common_voice_cnh_17931240.wav
9366,Mi huai a si.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925785.wav
9367,Suimilam pali le minit sawmli le panga a si.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923216.wav
9368,Pakaan hme in cite kan hun.,teens,male,Hakha_Chin,common_voice_cnh_17923483.wav
9369,Chang kha a kutpi in a sawh.,twenties,male,Hakha_Chin,common_voice_cnh_17926962.wav
9370,A huham a ngan ko .,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17931573.wav
9371,Muṭhai kan in pek.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17909333.wav
9372,Na mit naa hnuai lengmang ahcun a sen dih te lai.,thirties,female,Hakha_Chin,common_voice_cnh_17925975.wav
9373,Na chimmi kha van nawlh ṭhan tuah.,teens,male,Hakha_Chin,common_voice_cnh_17926700.wav
9374,Ngahring ma a thaw deuh nga car?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923245.wav
9375,Tlang cung in thawnglawi aw a thang.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17903375.wav
9376,Thlalangawng a khar maw?,teens,male,Hakha_Chin,common_voice_cnh_17930067.wav
9377,Midang thil na mit va thi hlah.,twenties,female,Hakha_Chin,common_voice_cnh_17937948.wav
9378,A hngawng an rehnak cu zahan ah a si.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924923.wav
9379,Mah ka hi ka dawt he kan rak i chawnh nak hmun a si.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17894911.wav
9380,Lo vah nak ah a ke hreitlung in aa tu.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923449.wav
9381,An nuncan a ṭha ngai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17894979.wav
9382,Thil na fim tikah i ralring.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17913755.wav
9383,Kan i chawnh lonak a sau ngai te.,thirties,male,Hakha_Chin,common_voice_cnh_17904040.wav
9384,Ngakchia hme a si.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17896817.wav
9385,Camipuai a sungh kha sonh tarhnak zeihmanh a ngei lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17927446.wav
9386,Milunglo a si i thil a philh lengmang.,thirties,male,Hakha_Chin,common_voice_cnh_17932516.wav
9387,A kal rih lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923786.wav
9388,Zaan ah kutka cu khar an si tawn.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924444.wav
9389,Nangmah hi nan phun a tung ding na si.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17913371.wav
9390,A ek a ee kho maw?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924826.wav
9391,Ṭhudan na hmu kho maw?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925280.wav
9392,Hau na peh khawh ahcun na luat kho lai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17908951.wav
9393,An in tuk.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925270.wav
9394,A holh a hah caah lungsau tein ngeih piak a hau.,thirties,male,Hakha_Chin,common_voice_cnh_17925640.wav
9395,Zudin hi pakpalawng a si.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923481.wav
9396,Khuaiseng cu va rap caah a ṭha.,twenties,male,Hakha_Chin,common_voice_cnh_17925163.wav
9397,Na angki zawng cu a dum nawnte a si i aa dawh ngai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17895164.wav
9398,Ar a si.,twenties,female,Hakha_Chin,common_voice_cnh_17925813.wav
9399,Tiva ah ti lioh na duh maw?,twenties,female,Hakha_Chin,common_voice_cnh_17932826.wav
9400,Mi entai nak cha cun i zuam ve a ṭha deuh.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17928011.wav
9401,Kan ram a caar lonak dingah thingkung tampiin kan cin a hau.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17931346.wav
9402,Na thiam le thiam lo kaan hneksak tuah lai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17922199.wav
9403,Zei khua dah na si?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17908905.wav
9404,"Laimi phungthluk ah saduhthah al lo, ti a si.",not_defined,not_defined,Hakha_Chin,common_voice_cnh_17902910.wav
9405,Na lucung le na ketang.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17915047.wav
9406,Na hreitlung hlan ka duh.,thirties,male,Hakha_Chin,common_voice_cnh_17925650.wav
9407,Lam cu cho ah a kal.,twenties,female,Hakha_Chin,common_voice_cnh_17926418.wav
9408,Ngakchia cu a nu a lo.,twenties,male,Hakha_Chin,common_voice_cnh_17926920.wav
9409,Tlang sir in khual ka tlawng.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17900123.wav
9410,A nithla a tlin hlan ah fapa a ngei.,twenties,male,Hakha_Chin,common_voice_cnh_17923210.wav
9411,Ka kong an kherhlai lengmang nain zeihmanh an hmu lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17902913.wav
9412,Ka inn hi ka fapa nih hun co seh tiah ro a vui.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17904227.wav
9413,Tuan ah rian kan ot lai.,twenties,male,Hakha_Chin,common_voice_cnh_17894441.wav
9414,Inn chung ah na mawng lai maw?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17926979.wav
9415,Zahan cu ka pi a kan leng.,thirties,male,Hakha_Chin,common_voice_cnh_17924499.wav
9416,Kaa hmu.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17913754.wav
9417,Kan ngandamnak kan i ralrin a herh.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17921977.wav
9418,Nihin cu kan thil zuarmi a man sasai lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925432.wav
9419,Kan khual a si.,twenties,female,Hakha_Chin,common_voice_cnh_17925826.wav
9420,Zinglei suimilam pasarih a ka tho tawn.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17900121.wav
9421,Hi thil hi na phorh khawh ahcun na ṭhawn a si lai.,thirties,male,Hakha_Chin,common_voice_cnh_17925021.wav
9422,Kapa cu a nga tuk caah Tuluk ah an rel lengmang.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17902325.wav
9423,Ngakchia nu a it.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17927932.wav
9424,Khi rose pangpar khi hei sik tuah.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17931748.wav
9425,Ngakchia min cu ho dah a si?,twenties,female,Hakha_Chin,common_voice_cnh_17925816.wav
9426,Hmunkhat ah an kal.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17927111.wav
9427,Lo diam in a le.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17899609.wav
9428,Ka palh caah ngaihthiam kan hal.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924381.wav
9429,Na phaisa na ren lai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923451.wav
9430,Kik nih a tlaih i a khuh.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17894419.wav
9431,Tih thing kan pong lai .,twenties,female,Hakha_Chin,common_voice_cnh_17932683.wav
9432,Tunai hrawng ah thil biapi tuk in aa thleng mi thil na ngei maw?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17933875.wav
9433,A duhmi poh nan ra kho.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17934425.wav
9434,Lung ah ka ke kaa khawn.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924815.wav
9435,Sianginn ah kal a hau.,twenties,female,Hakha_Chin,common_voice_cnh_17932804.wav
9436,Umser nih peihau in rawl an chuan.,twenties,female,Hakha_Chin,common_voice_cnh_17931931.wav
9437,Nihin ah phaisa tampi ka ngah .,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924822.wav
9438,Sui le ngun in aa tuam tikah aa dawh mi a von lo ngai ve.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17922206.wav
9439,Lei cungah remnak um ko seh.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17921975.wav
9440,A ril i a khuk a lip.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17915056.wav
9441,A zaw nain sianginn a kai.,twenties,male,Hakha_Chin,common_voice_cnh_17894443.wav
9442,Ka nu ka ngai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17902912.wav
9443,Caan khat ah ka hnih ah na um kho lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17899605.wav
9444,Ka hngalh lo caah na ka nek.,twenties,male,Hakha_Chin,common_voice_cnh_17926708.wav
9445,Uico kha inn chung ah luhter sih.,twenties,female,Hakha_Chin,common_voice_cnh_17896968.wav
9446,Passport na ngeih ahcun ram dang kalnak nawl na ngei.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17926954.wav
9447,Bia nan khiak cang maw?,twenties,female,Hakha_Chin,common_voice_cnh_17932840.wav
9448,Khua a ceu supsap in lam kal kan i thawh.,twenties,male,Hakha_Chin,common_voice_cnh_17938024.wav
9449,VanVan cu zinglei pasarih ah rawl a ei.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17931574.wav
9450,Kan innpa uico thang tuk in a bo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17922881.wav
9451,Kan i phenh nak thingpi kha a pur.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17927816.wav
9452,Zaithum komh hri an hrual.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17909083.wav
9453,Ṭhi rualkhat ah fang sawmruk a um.,fourties,male,Hakha_Chin,common_voice_cnh_17943865.wav
9454,A kal mi cu an tampi.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924452.wav
9455,Na chimmi a sullam a fiang lo.,twenties,female,Hakha_Chin,common_voice_cnh_17937977.wav
9456,Harnak caan ah a ka dirkamh.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17927403.wav
9457,Nawmhnak hi minung nih kan duhmi thil pakhat a si.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17927252.wav
9458,Lung aa chuih i a ke tin aa hawk dih.,twenties,male,Hakha_Chin,common_voice_cnh_17926926.wav
9459,A kalnak ding lam ka thei lo.,twenties,female,Hakha_Chin,common_voice_cnh_17903458.wav
9460,Kawlram ah thingthei a tam.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924921.wav
9461,Thilrit changtu khom ka ngei lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17894415.wav
9462,Pasator nih thla a kan cam piak.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17899345.wav
9463,Mi ciam a si bantukin aa ralring zungzal.,twenties,male,Hakha_Chin,common_voice_cnh_17925232.wav
9464,Tuzing cu saupi mawṭaw cit ah kan kal.,teens,male,Hakha_Chin,common_voice_cnh_17923486.wav
9465,Nanmah nih tuah ko u.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17930300.wav
9466,A kut i a um mi khi na hmu maw?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925268.wav
9467,Muidawh ahcun an lan kho lai lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17899343.wav
9468,Kaa khawlh lo nak a sau cang i ka tak a ngonh in a ngawn.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17902071.wav
9469,Innsang pi kan sa kho hnga maw.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17900122.wav
9470,Laimi cu thing le lung an rak biak.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17899114.wav
9471,Na pa nih zeidah ro ah an roh hna?,teens,male,Hakha_Chin,common_voice_cnh_17923485.wav
9472,Na lahkhah zeizat dah an in kaih?,twenties,male,Hakha_Chin,common_voice_cnh_17926704.wav
9473,Rul sivai hi sivai thah nak ah an hman ve.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17903564.wav
9474,Zei tik ah dah caw na hren?,twenties,female,Hakha_Chin,common_voice_cnh_17896742.wav
9475,Nambar nuai thongkhat.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17926394.wav
9476,Hi vial lawng maw an si?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924800.wav
9477,Cabawm cu ca kuat nak ah kan hman.,thirties,male,Hakha_Chin,common_voice_cnh_17926265.wav
9478,Nannih tah nan kal ve lai maw?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17902326.wav
9479,America kal pah ah Bangkok kan pal.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925399.wav
9480,Na hnabei dongh a fawi tuk.,twenties,female,Hakha_Chin,common_voice_cnh_17931935.wav
9481,Ni kum ah ngafuan tampi kan rut.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924451.wav
9482,Tlang cu an cheeng.,twenties,male,Hakha_Chin,common_voice_cnh_17923335.wav
9483,A mit a cei ruang men ahcun serhsat ding a si lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17928008.wav
9484,Mi sing zoh in na ka zoh.,twenties,female,Hakha_Chin,common_voice_cnh_17895175.wav
9485,Siangngakchia cu an tlung dih ngawt cang.,thirties,male,Hakha_Chin,common_voice_cnh_17924742.wav
9486,A rian ṭuannak hmun ah a thi.,twenties,male,Hakha_Chin,common_voice_cnh_17931254.wav
9487,Lam ah an cawleng a rawk.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17908937.wav
9488,Na tlun lai thei ninglaw kan don ko hnga.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924502.wav
9489,Ngal a kah i vok in sawm a tuk.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17926271.wav
9490,Na kaa a thawt ahcun na ngan a dam lai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17915053.wav
9491,Khrihfabu serhsat nak kha a hlan lio piin aa thok ko.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17893079.wav
9492,Chuncaw kan in rawnh lai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17903668.wav
9493,A chuah ni a lawmh.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17899689.wav
9494,A kut aa hliam.,twenties,male,Hakha_Chin,common_voice_cnh_17931737.wav
